iso3,pcode,valid_date,adm_level,band,mean_old,median_old,min_old,max_old,count_old,sum_old,std_old,mean_new,max_new,min_new,median_new,sum_new,std_new,count_new,native_px,mean_rel,size_bucket
ETH,ET0312,2026-08-20,2,MFED,0.0028271747,0.0,0.0,0.11493448,563,1.5916994,0.015026156,0.0020986904025496384,0.11493448168039322,0.0,0.0,1.1708633762861669,0.012715714969961815,558,202.84224133831205,0.2576721903497373,>64 px
ETH,ET0312,2026-08-20,2,SFED,0.00033155634,0.0,0.0,0.08885542,563,0.18666622,0.005287767,0.0004565359290400634,0.08885542303323746,0.0,0.0,0.2547022650994124,0.006254644134116342,558,202.84224133831205,0.37694827081292853,>64 px
ETH,ET04,2026-08-20,1,MFED,0.00501092,0.0,0.0,1.0,10575,52.990482,0.047570433,0.004783338065467127,1.0,0.0,0.0,50.654899022917306,0.046387420638440625,10590,3810.0474283350795,0.045417195751054316,>64 px
ETH,ET04,2026-08-20,1,SFED,0.0038674783,0.0,0.0,0.962,10575,40.898582,0.042745598,0.0035919350332606318,0.9620000123977661,0.0,0.0,38.03810308124809,0.04106979900752459,10590,3810.0474283350795,0.0712462347207916,>64 px
ETH,ET0401,2026-08-20,2,MFED,0.008125247,0.0,0.0,0.41282564,402,3.2663493,0.038034055,0.009403407165156231,0.41282564401626587,0.0,0.0,3.8295319408287094,0.04343222178901524,407,144.83584550266687,0.15730723818687986,>64 px
ETH,ET0401,2026-08-20,2,SFED,0.00671479,0.0,0.0,0.40551102,402,2.6993456,0.03663259,0.008108418554185069,0.4055110216140747,0.0,0.0,3.3021486039569963,0.04231451387821254,407,144.83584550266687,0.2075461115217406,>64 px
ETH,ET0402,2026-08-20,2,MFED,0.0012557268,0.0,0.0,0.13265203,446,0.5600541,0.010807186,0.0010960226783075975,0.13265202939510345,0.0,0.0,0.49278396201702845,0.009715152101585918,450,160.68852510992392,0.12718062694242296,>64 px
ETH,ET0402,2026-08-20,2,SFED,0.00045224215,0.0,0.0,0.077,446,0.2017,0.0055070017,0.00040874624738575525,0.07699999958276749,0.0,0.0,0.18377684990731152,0.005321622393097792,450,160.68852510992392,0.0961783474057974,>64 px
ETH,ET0403,2026-08-20,2,MFED,0.00094503694,0.0,0.0,0.1099,332,0.31375226,0.007729986,0.0017513775828117068,0.11509999632835388,0.0,0.0,0.5820365214292224,0.011780419052364145,332,119.61567340021243,0.8532371684980977,>64 px
ETH,ET0403,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,119.61567340021243,,>64 px
ETH,ET0404,2026-08-20,2,MFED,0.002366214,0.0,0.0,0.4841,594,1.4055312,0.028873514,0.0026088026362111718,0.48410001397132874,0.0,0.0,1.5576968210073596,0.026014309108832873,597,214.01117469797043,0.10252184976133671,>64 px
ETH,ET0404,2026-08-20,2,SFED,0.0019693952,0.0,0.0,0.4891,594,1.1698208,0.028643468,0.0018103481296065814,0.48910000920295715,0.0,0.0,1.0809455216207187,0.024602865928933373,597,214.01117469797043,0.08075934702868108,>64 px
ETH,ET0405,2026-08-20,2,MFED,0.0009545842,0.0,0.0,0.2643,469,0.4477,0.014724483,0.0012897255944422025,0.47279998660087585,0.0,0.0,0.6030779828097447,0.01854316316578175,468,168.97515308644466,0.35108625770487556,>64 px
ETH,ET0405,2026-08-20,2,SFED,0.00083837955,0.0,0.0,0.217,469,0.3932,0.01280754,0.0011544555378965003,0.44690001010894775,0.0,0.0,0.5398254636787861,0.016613846626024366,468,168.97515308644466,0.37700822723610133,>64 px
ETH,ET0406,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,107.00558734898522,,>64 px
ETH,ET0406,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,107.00558734898522,,>64 px
ETH,ET0407,2026-08-20,2,MFED,6.5429055e-07,0.0,0.0,0.000105340776,322,0.00021068155,8.2761935e-06,8.817485841473094e-07,0.00010534077591728419,0.0,0.0,0.0002836386294480281,9.597218318471169e-06,322,116.01279167129037,0.347640714277945,>64 px
ETH,ET0407,2026-08-20,2,SFED,6.21118e-07,0.0,0.0,0.0001,322,0.0002,7.85659e-06,4.5212457417190795e-07,9.999999747378752e-05,0.0,0.0,0.00014543827669642037,6.708803145454336e-06,322,116.01279167129037,0.2720794210248167,>64 px
ETH,ET0408,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,242.11365218356252,,>64 px
ETH,ET0408,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,242.11365218356252,,>64 px
ETH,ET0409,2026-08-20,2,MFED,2.3916811e-05,0.0,0.0,0.0065,577,0.0138,0.00038238952,2.8018677184443403e-05,0.006500000134110451,0.0,0.0,0.016131269716353362,0.00040238031304271375,576,207.88627575880292,0.17150556503722014,>64 px
ETH,ET0409,2026-08-20,2,SFED,2.0103986e-05,0.0,0.0,0.0056,577,0.0116,0.0003295046,2.3741204271271334e-05,0.00559999980032444,0.0,0.0,0.01366858852649743,0.0003470574210446951,576,207.88627575880292,0.1809202548823568,>64 px
ETH,ET0410,2026-08-20,2,MFED,0.003594189,0.0,0.0,0.2734,826,2.9688,0.028718028,0.002613855102355886,0.2734000086784363,0.0,0.0,2.142651523140519,0.024186598027430728,820,297.5980308089623,0.27275524399081796,>64 px
ETH,ET0410,2026-08-20,2,SFED,0.0023138013,0.0,0.0,0.2787,826,1.9111999,0.023573732,0.0016204452902409074,0.27869999408721924,0.0,0.0,1.3283251876399644,0.01974818217471008,820,297.5980308089623,0.2996609993084076,>64 px
ETH,ET0411,2026-08-20,2,MFED,0.0031609016,0.0,0.0,0.4544,954,3.0155,0.031246614,0.002867187747170926,0.4544000029563904,0.0,0.0,2.757594726776313,0.028950826495293857,962,343.71491693916465,0.09292090991667504,>64 px
ETH,ET0411,2026-08-20,2,SFED,0.0023838575,0.0,0.0,0.3722,954,2.2742,0.025667708,0.002330371786843006,0.37220001220703125,0.0,0.0,2.241297577100545,0.024413224786954377,962,343.71491693916465,0.022436623479798513,>64 px
ETH,ET0412,2026-08-20,2,MFED,0.016238116,0.0,0.0,1.0,1443,23.4316,0.10703278,0.01571503116227868,1.0,0.0,0.0,22.652148827319728,0.10595349309183763,1441,519.8958334834534,0.032213394566298174,>64 px
ETH,ET0412,2026-08-20,2,SFED,0.013999099,0.0,0.0,0.962,1443,20.2007,0.09754313,0.013246663366574665,0.9620000123977661,0.0,0.0,19.094164494265243,0.09524282373564788,1441,519.8958334834534,0.05374886151068251,>64 px
ETH,ET0413,2026-08-20,2,MFED,0.005142932,0.0,0.0,0.2643,191,0.9823,0.030021414,0.005059965772909235,0.47279998660087585,0.0,0.0,0.9579999151726784,0.030599597595041435,189,68.81504102241136,0.01613208712282505,>64 px
ETH,ET0413,2026-08-20,2,SFED,0.0045345547,0.0,0.0,0.217,191,0.86609995,0.029726662,0.0035942021792233947,0.44690001010894775,0.0,0.0,0.6804878802233021,0.025867196380432368,189,68.81504102241136,0.2073748323681277,>64 px
ETH,ET0414,2026-08-20,2,MFED,0.005258437,0.0,0.0,0.4544,563,2.9605,0.034033462,0.005357037147368176,0.4544000029563904,0.0,0.0,3.01640179576712,0.03554803499196785,563,202.84224133831205,0.018750846947139563,>64 px
ETH,ET0414,2026-08-20,2,SFED,0.002987922,0.0,0.0,0.3722,563,1.6822,0.024997469,0.0029403779946030107,0.37220001220703125,0.0,0.0,1.6556468098250943,0.024983726170697,563,202.84224133831205,0.015912063767725308,>64 px
ETH,ET0415,2026-08-20,2,MFED,0.005950761,0.0,0.0,0.21028835,314,1.868539,0.02915413,0.0064060638093622465,0.3209649622440338,0.0,0.0,2.010443429185847,0.028565098488161605,314,113.13048628815272,0.07651169478361622,>64 px
ETH,ET0415,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,113.13048628815272,,>64 px
ETH,ET0416,2026-08-20,2,MFED,0.0130715,0.0,0.0,0.4841,200,2.6143,0.06319045,0.010324476501432266,0.48410001397132874,0.0,0.0,2.063074681985818,0.05364594484985529,200,72.05763457844122,0.21015365478848896,>64 px
ETH,ET0416,2026-08-20,2,SFED,0.011567,0.0,0.0,0.4891,200,2.3134,0.06264038,0.008991658193403687,0.48910000920295715,0.0,0.0,1.796746049575305,0.05295708469022696,200,72.05763457844122,0.2226456130886412,>64 px
ETH,ET0417,2026-08-20,2,MFED,4.937796e-07,0.0,0.0,0.00010122482,410,0.00020244964,7.0525834e-06,6.82820468909012e-07,0.00010122481762664393,0.0,0.0,0.00028118004896289983,8.28565831085817e-06,412,147.7181508858045,0.3828446313071904,>64 px
ETH,ET0417,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,147.7181508858045,,>64 px
ETH,ET0418,2026-08-20,2,MFED,0.006546862,0.0,0.0,0.24892446,316,2.0688083,0.031455025,0.00474812697722897,0.24892446398735046,0.0,0.0,1.5086544719763797,0.024297725507113867,318,113.85106263393713,0.27474766121097866,>64 px
ETH,ET0418,2026-08-20,2,SFED,0.0052439487,0.0,0.0,0.25842923,316,1.6570877,0.030475099,0.003380346043324572,0.25842922925949097,0.0,0.0,1.0740601924815267,0.021935171144866202,318,113.85106263393713,0.3553815575418249,>64 px
ETH,ET0419,2026-08-20,2,MFED,0.01918927,0.0,0.0,0.292944,268,5.1427245,0.063891575,0.01918738800042457,0.2929440140724182,0.0,0.0,5.16424684773236,0.06340334460505659,269,96.55723033511124,9.80756211899441e-05,>64 px
ETH,ET0419,2026-08-20,2,SFED,0.013781422,0.0,0.0,0.33974642,268,3.693421,0.05249017,0.014200511990357769,0.3397464156150818,0.0,0.0,3.8220392103796494,0.051768733170661586,269,96.55723033511124,0.030409778494394045,>64 px
ETH,ET0420,2026-08-20,2,MFED,0.012951735,0.0,0.0,0.4728,149,1.9298085,0.07643601,0.008881475000975718,0.47279998660087585,0.0,0.0,1.2998594764585367,0.062187306281709605,146,53.682937760938714,0.31426368737657795,16-64 px
ETH,ET0420,2026-08-20,2,SFED,0.012244345,0.0,0.0,0.4469,149,1.8244073,0.07224954,0.008368792595831166,0.44690001010894775,0.0,0.0,1.2248251963792156,0.05867395160255913,146,53.682937760938714,0.31651773975405256,16-64 px
ETH,ET0421,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828,298.6788953276389,,>64 px
ETH,ET0421,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828,298.6788953276389,,>64 px
ETH,ET05,2026-08-20,1,MFED,1.5841014e-06,0.0,0.0,0.0034122842,10179,0.016124569,5.7923447e-05,1.6907538298010421e-06,0.21809999644756317,0.0,0.0,0.01722317291151761,0.00013530498199806567,10187,3667.373311869766,0.06732676948650011,>64 px
ETH,ET05,2026-08-20,1,SFED,9.063772e-07,0.0,0.0,0.0036130068,10179,0.009226014,5.0984294e-05,1.1496308693065266e-06,0.003613006789237261,0.0,0.0,0.011710924971741504,5.989683231076888e-05,10187,3667.373311869766,0.268380172522573,>64 px
ETH,ET0501,2026-08-20,2,MFED,9.97009e-08,0.0,0.0,0.0001,1003,0.0001,3.1559703e-06,9.16252026173529e-08,9.999999747378752e-05,0.0,0.0,9.213540884225763e-05,3.0255784327159474e-06,1006,361.36903741088275,0.0809992425609708,>64 px
ETH,ET0501,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006,361.36903741088275,,>64 px
ETH,ET0502,2026-08-20,2,MFED,2.9565625e-05,0.0,0.0,0.0034122842,542,0.016024569,0.0002493297,3.118286328123729e-05,0.21809999644756317,0.0,0.0,0.017087491861114683,0.0005825669754660499,548,195.27618970757572,0.0546999524358876,>64 px
ETH,ET0502,2026-08-20,2,SFED,1.7022165e-05,0.0,0.0,0.0036130068,542,0.009226014,0.00022032595,2.137119802360631e-05,0.003613006789237261,0.0,0.0,0.011710924971741504,0.0002574111879401953,548,195.27618970757572,0.2554923550327654,>64 px
ETH,ET0503,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284,461.52914947491604,,>64 px
ETH,ET0503,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284,461.52914947491604,,>64 px
ETH,ET0504,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,115.65250349839816,,>64 px
ETH,ET0504,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,115.65250349839816,,>64 px
ETH,ET0505,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093,394.8758374898579,,>64 px
ETH,ET0505,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093,394.8758374898579,,>64 px
ETH,ET0506,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108,398.47871921878,,>64 px
ETH,ET0506,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108,398.47871921878,,>64 px
ETH,ET0507,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498,544.0351410672313,,>64 px
ETH,ET0507,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498,544.0351410672313,,>64 px
ETH,ET0508,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374,495.0359495538912,,>64 px
ETH,ET0508,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374,495.0359495538912,,>64 px
ETH,ET0509,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1029,0.0,0.0,4.2203758078608516e-08,9.999999747378752e-05,0.0,0.0,4.354564156066834e-05,2.053921747304225e-06,1032,370.7365299060801,,>64 px
ETH,ET0509,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032,370.7365299060801,,>64 px
ETH,ET0510,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,188.07042624973158,,>64 px
ETH,ET0510,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,188.07042624973158,,>64 px
ETH,ET0511,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,142.31382829242142,,>64 px
ETH,ET0511,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,142.31382829242142,,>64 px
ETH,ET06,2026-08-20,1,MFED,0.026510628,0.0,0.0,0.928,1655,43.875088,0.11633221,0.029025770800915996,0.9279999732971191,0.0,0.0,48.1747081952848,0.12542737815724583,1660,596.2769261366011,0.09487299964814092,>64 px
ETH,ET06,2026-08-20,1,SFED,0.025080398,0.0,0.0,0.9193,1655,41.508057,0.11262821,0.02743024584906649,0.9193000197410583,0.0,0.0,45.52658045043193,0.12179391201303932,1660,596.2769261366011,0.0936926060370529,>64 px
