iso3,pcode,valid_date,adm_level,band,mean_old,median_old,min_old,max_old,count_old,sum_old,std_old,mean_new,max_new,min_new,median_new,sum_new,std_new,count_new,native_px,mean_rel,size_bucket
ETH,ET,2026-08-20,0,MFED,0.0036897978,0.0,0.0,1.0,37021,136.6,0.040724404,0.0038435613212748476,1.0,0.0,0.0,142.462529903835,0.042630631591306686,37065,13338.228448642363,0.041672614492546826,>64 px
ETH,ET,2026-08-20,0,SFED,0.0028760456,0.0,0.0,0.96358883,37021,106.47409,0.037668034,0.0028835610145264952,0.9635888338088989,0.0,0.0,106.87988636675581,0.038251511640162515,37065,13338.228448642363,0.0026131068737210565,>64 px
ETH,ET01,2026-08-20,1,MFED,5.764979e-06,0.0,0.0,0.00210021,1753,0.0101060085,9.634578e-05,1.3995968764399956e-05,0.04439999908208847,0.0,0.0,0.024628011010395537,0.0005929896031204955,1760,631.5851670800373,1.4277571114135814,>64 px
ETH,ET01,2026-08-20,1,SFED,0.0,0.0,0.0,0.0,1753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760,631.5851670800373,,>64 px
ETH,ET0101,2026-08-20,2,MFED,2.2556207e-05,0.0,0.0,0.00210021,417,0.009405939,0.00019359183,5.066083448847538e-05,0.04439999908208847,0.0,0.0,0.021157365524979443,0.0012112645326763031,418,150.24016809604996,1.2459819813001087,>64 px
ETH,ET0101,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418,150.24016809604996,,>64 px
ETH,ET0102,2026-08-20,2,MFED,2.1741305e-06,0.0,0.0,0.00070007,322,0.00070007,3.895275e-05,1.0856453423781464e-05,0.0022193079348653555,0.0,0.0,0.0034706456695170634,0.00012833797123316392,320,116.01279167129037,3.9934690782275784,>64 px
ETH,ET0102,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,116.01279167129037,,>64 px
ETH,ET0103,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,76.7413808260399,,>64 px
ETH,ET0103,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,76.7413808260399,,>64 px
ETH,ET0104,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,58.36668400853739,,16-64 px
ETH,ET0104,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,58.36668400853739,,16-64 px
ETH,ET0105,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,159.6076605912473,,>64 px
ETH,ET0105,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,159.6076605912473,,>64 px
ETH,ET0106,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,63.77100660192048,,16-64 px
ETH,ET0106,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,63.77100660192048,,16-64 px
ETH,ET0107,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6.845475284951916,,4-16 px
ETH,ET0107,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6.845475284951916,,4-16 px
ETH,ET02,2026-08-20,1,MFED,0.0010748995,0.0,0.0,0.3893,3146,3.3816338,0.01695488,0.0011365289944092942,0.38929998874664307,0.0,0.0,3.582148790984582,0.016757365397433416,3152,1133.4665919188803,0.05733512240846164,>64 px
ETH,ET02,2026-08-20,1,SFED,0.0010076801,0.0,0.0,0.3676,3146,3.1701615,0.015019097,0.0011356079537567486,0.3675999939441681,0.0,0.0,3.579245825309097,0.016419467742598313,3152,1133.4665919188803,0.12695284322549247,>64 px
ETH,ET0201,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,387.67007403201376,,>64 px
ETH,ET0201,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,387.67007403201376,,>64 px
ETH,ET0202,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997,359.5675965464217,,>64 px
ETH,ET0202,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997,359.5675965464217,,>64 px
ETH,ET0203,2026-08-20,2,MFED,0.0064131673,0.0,0.0,0.3893,519,3.3284338,0.04128293,0.006810694284388137,0.38929998874664307,0.0,0.0,3.5497739190794717,0.040706809321884016,521,186.98956173105498,0.061986061768283744,>64 px
ETH,ET0203,2026-08-20,2,SFED,0.006091255,0.0,0.0,0.3676,519,3.1613615,0.03655485,0.006856621298901943,0.3675999939441681,0.0,0.0,3.573711349170263,0.039887500894327445,521,186.98956173105498,0.1256500177552808,>64 px
ETH,ET0204,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,133.30662397011625,,>64 px
ETH,ET0204,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,133.30662397011625,,>64 px
ETH,ET0205,2026-08-20,2,MFED,0.00029071036,0.0,0.0,0.0457,183,0.0532,0.0034087112,0.0001770944021938387,0.04569999873638153,0.0,0.0,0.03237486971132763,0.002658060548181186,183,65.93273563927372,0.3908218400134116,>64 px
ETH,ET0205,2026-08-20,2,SFED,4.8087433e-05,0.0,0.0,0.0086,183,0.0088,0.0006339952,3.027424323129528e-05,0.00860000029206276,0.0,0.0,0.0055344757828620205,0.0005030493768910415,183,65.93273563927372,0.3704333680840215,>64 px
ETH,ET03,2026-08-20,1,MFED,0.0007111485,0.0,0.0,0.2265,5060,3.5984113,0.008345641,0.000661362884392114,0.226500004529953,0.0,0.0,3.346415611162757,0.00830229986286361,5060,1823.0581548345629,0.07000734109385882,>64 px
ETH,ET03,2026-08-20,1,SFED,3.7464888e-05,0.0,0.0,0.08885542,5060,0.18957233,0.0017669606,5.075254387138677e-05,0.08885542303323746,0.0,0.0,0.25680168803778214,0.002081834840112538,5060,1823.0581548345629,0.35466957411928646,>64 px
ETH,ET0301,2026-08-20,2,MFED,0.00081797363,0.0,0.0,0.0444,225,0.18404406,0.0052827625,0.0011640570031401503,0.07109999656677246,0.0,0.0,0.26619399965963264,0.007231872224859208,229,81.06483890074638,0.4230984477337616,>64 px
ETH,ET0301,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,81.06483890074638,,>64 px
ETH,ET0302,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468,169.33544125933687,,>64 px
ETH,ET0302,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468,169.33544125933687,,>64 px
ETH,ET0303,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,133.66691214300846,,>64 px
ETH,ET0303,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,133.66691214300846,,>64 px
ETH,ET0304,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613,220.13607363713794,,>64 px
ETH,ET0304,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613,220.13607363713794,,>64 px
ETH,ET0305,2026-08-20,2,MFED,7.4487895e-07,0.0,0.0,0.0001,537,0.0004,8.598433e-06,7.804858287066635e-07,9.999999747378752e-05,0.0,0.0,0.00041826861371288,8.799967202790084e-06,536,193.4747488431147,0.04780223512379224,>64 px
ETH,ET0305,2026-08-20,2,SFED,7.4487895e-07,0.0,0.0,0.0001,537,0.0004,8.598433e-06,7.804858287066635e-07,9.999999747378752e-05,0.0,0.0,0.00041826861371288,8.799967202790084e-06,536,193.4747488431147,0.04780223512379224,>64 px
ETH,ET0306,2026-08-20,2,MFED,0.001308818,0.0,0.0,0.2265,465,0.6086004,0.015176873,0.0015966204196400393,0.226500004529953,0.0,0.0,0.7427380410610059,0.017656148647430304,465,167.53400039487585,0.2198949125394358,>64 px
ETH,ET0306,2026-08-20,2,SFED,1.2904517e-06,0.0,0.0,0.00030003002,465,0.00060006004,1.9634383e-05,1.3294875366174513e-06,0.0003000300202984363,0.0,0.0,0.0006184694598763135,1.9927835695022932e-05,465,167.53400039487585,0.030249746362030573,>64 px
ETH,ET0307,2026-08-20,2,MFED,0.0009320828,0.0,0.0,0.13265203,448,0.41757312,0.010823121,0.0006564148558799842,0.13265202939510345,0.0,0.0,0.2946746890537046,0.009101857388192795,449,161.40910145570834,0.2957547807126318,>64 px
ETH,ET0307,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,161.40910145570834,,>64 px
ETH,ET0308,2026-08-20,2,MFED,0.0005903657,0.0,0.0,0.0711,297,0.17533861,0.0060415077,0.0004436813814963415,0.07109999656677246,0.0,0.0,0.13173994965921262,0.005473743804808379,297,107.00558734898522,0.24846348374178676,>64 px
ETH,ET0308,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,107.00558734898522,,>64 px
ETH,ET0309,2026-08-20,2,MFED,0.00027288773,0.0,0.0,0.06961835,301,0.08213921,0.004011505,0.00020667466280002383,0.0696183517575264,0.0,0.0,0.06207118915456515,0.0027332108025726735,300,108.44674004055403,0.24263849166093382,>64 px
ETH,ET0309,2026-08-20,2,SFED,6.332403e-06,0.0,0.0,0.00090424996,301,0.0019060533,6.590548e-05,3.538357263388995e-06,0.001500000013038516,0.0,0.0,0.001062684898171381,5.078763135725741e-05,300,108.44674004055403,0.44122993066155214,>64 px
ETH,ET0310,2026-08-20,2,MFED,0.0,0.0,0.0,0.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,44.67573343863356,,16-64 px
ETH,ET0310,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,44.67573343863356,,16-64 px
ETH,ET0311,2026-08-20,2,MFED,0.0008311987,0.0,0.0,0.0838,648,0.5386168,0.007847941,0.0010438897184405465,0.11493448168039322,0.0,0.0,0.6777160802447475,0.00882311966121313,649,233.46673603414956,0.25588468610519544,>64 px
ETH,ET0311,2026-08-20,2,SFED,0.0,0.0,0.0,0.0,648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649,233.46673603414956,,>64 px
