iso3,pcode,valid_date,adm_level,mean_old,median_old,min_old,max_old,count_old,sum_old,std_old,mean_new,max_new,min_new,median_new,sum_new,std_new,count_new,native_px,mean_rel,size_bucket
ETH,ET,2026-06-01,0,1.3329314,0.20599365,0.0,25.930405,37073,49415.766,2.4376702,1.3329875665662292,25.930404663085938,0.0,0.20599365234375,49407.50653060266,2.4379042432677887,37065,1482.92,4.213762705949291e-05,>64 px
ETH,ET01,2026-06-01,1,0.61717314,0.289917,0.0,7.692337,1759,1085.6075,1.2761828,0.6187383711494641,9.912490844726562,0.0,0.2899169921875,1088.7631757288684,1.2889887185706144,1760,70.36,0.002536129730895373,>64 px
ETH,ET0101,2026-06-01,2,0.469244,0.28038025,0.024795532,3.1604767,421,197.55173,0.5550808,0.45992613652138914,3.1604766845703125,0.0247955322265625,0.2803802490234375,192.07787347990114,0.5324504620327352,418,16.84,0.019857181932237504,16-64 px
ETH,ET0102,2026-06-01,2,0.27481663,0.25749207,0.024795532,0.63705444,313,86.01761,0.17133233,0.2739151559739515,0.637054443359375,0.0247955322265625,0.2574920654296875,87.56657542365875,0.1711237064970131,320,12.52,0.0032802746545888065,4-16 px
ETH,ET0103,2026-06-01,2,0.27966723,0.27275085,0.0,0.45013428,214,59.848785,0.13940704,0.2801506470350115,0.45013427734375,0.0,0.2727508544921875,59.661060695326285,0.1406296742509158,213,8.56,0.0017285437232368455,4-16 px
ETH,ET0104,2026-06-01,2,0.26955688,0.16403198,0.0019073486,0.7133484,169,45.555115,0.24265237,0.2684046308072982,0.713348388671875,0.0,0.164031982421875,45.25230052241369,0.24526196239235248,169,6.76,0.00427460502103227,4-16 px
ETH,ET0105,2026-06-01,2,1.4742779,0.6389618,0.21362305,7.692337,446,657.52795,2.2500544,1.4939876809911363,9.912490844726562,0.213623046875,0.6389617919921875,665.1414912135167,2.2784547338368286,445,17.84,0.013369108355443981,16-64 px
ETH,ET0106,2026-06-01,2,0.19349352,0.22888184,0.04386902,0.45013428,177,34.248352,0.08189445,0.19437166744465106,0.45013427734375,0.0438690185546875,0.2288818359375,34.61454847197842,0.0811188759039282,178,7.08,0.004538381671133285,4-16 px
ETH,ET0107,2026-06-01,2,0.2556851,0.25749207,0.24032593,0.25749207,19,4.858017,0.0052681537,0.2544917263583911,0.45013427734375,0.1735687255859375,0.2574920654296875,4.449326479631644,0.012883718657644115,17,0.76,0.004667357001283511,<1 px
ETH,ET02,2026-06-01,1,0.0062640645,0.0,0.0,0.37765503,3153,19.750595,0.022546554,0.006095743224974215,0.377655029296875,0.0,0.0,19.212760388831462,0.02141032323541925,3152,126.12,0.026870935799876428,>64 px
ETH,ET0201,2026-06-01,2,0.002583978,0.0,0.0,0.045776367,1074,2.7751923,0.007057377,0.0025825939228671315,0.0457763671875,0.0,0.0,2.7892565391596236,0.007052477620104328,1080,42.96,0.0005356381257380451,16-64 px
ETH,ET0202,2026-06-01,2,0.010725518,0.0019073486,0.0,0.37765503,1006,10.789871,0.035162687,0.010159492233030682,0.377655029296875,0.0,0.0019073486328125,10.133029817605,0.03286209574370549,997,40.24,0.0527737464026742,16-64 px
ETH,ET0203,2026-06-01,2,0.010678207,0.0019073486,0.0,0.1449585,518,5.531311,0.021696113,0.010822949372163495,0.14495849609375,0.0,0.0019073486328125,5.640984869459409,0.022185306742736506,521,20.72,0.013554932224435642,16-64 px
ETH,ET0204,2026-06-01,2,0.00065128977,0.0,0.0,0.009536743,369,0.24032593,0.0017899557,0.0006511984328347239,0.0095367431640625,0.0,0.0,0.2412028679898981,0.0017666168062561087,370,14.76,0.0001402404420939734,4-16 px
ETH,ET0205,2026-06-01,2,0.00222524,0.0019073486,0.0,0.0076293945,186,0.41389465,0.002493293,0.0022333747597525883,0.00762939453125,0.0,0.0019073486328125,0.4082862897797357,0.0024993358361257516,183,7.44,0.0036556774786487985,4-16 px
ETH,ET03,2026-06-01,1,2.0543563,0.91362,0.0,13.940811,5068,10411.479,2.6008441,2.0543940312384326,13.940811157226562,0.0,0.9136199951171875,10394.983494102351,2.6009041345061172,5060,202.72,1.8366453001730437e-05,>64 px
ETH,ET0301,2026-06-01,2,2.9790158,2.1133423,0.08392334,9.912491,225,670.27856,2.8677025,2.932121729229158,9.912490844726562,0.08392333984375,0.9918212890625,670.5111573576339,2.821433422530148,229,9.0,0.01574146426844801,4-16 px
