iso3,pcode,valid_date,adm_level,mean_old,median_old,min_old,max_old,count_old,sum_old,std_old,mean_new,max_new,min_new,median_new,sum_new,std_new,count_new,native_px,mean_rel,size_bucket
ETH,ET0205,2026-08-20,2,1.0849175,0.60999995,0.0,4.805,182,197.455,1.0947293,1.1232675192168935,4.804999828338623,0.0,0.8650000095367432,205.34606731236417,1.037372028936369,183,45.5,0.03534832760730057,16-64 px
ETH,ET03,2026-08-20,1,5.445947,3.3199997,0.0,33.715,5014,27305.979,5.985393,5.393906590958582,33.71500015258789,0.0,3.3000001907348633,27292.509673421784,5.943540111634887,5060,1253.5,0.009555805269757193,>64 px
ETH,ET0301,2026-08-20,2,8.426688,7.2799997,2.115,23.095003,228,1921.2849,4.8313007,8.279246420640268,23.095003128051758,1.3049999475479126,7.154999732971191,1893.2798658788117,4.814322938224541,229,57.0,0.017496978570908563,16-64 px
ETH,ET0302,2026-08-20,2,11.587688,11.38,0.26999998,33.715,465,5388.275,6.624872,11.418936634576571,33.71500015258789,0.04999999701976776,11.269998550415039,5342.7677881713835,6.704800107308221,468,116.25,0.01456298835655816,>64 px
ETH,ET0303,2026-08-20,2,2.7580926,1.6300002,0.0,15.335,367,1012.22,3.1745245,2.6290360651851987,15.335000038146973,0.0,1.4799998998641968,971.3572922505476,3.140273668120714,369,91.75,0.04679195137059618,>64 px
ETH,ET0304,2026-08-20,2,0.9546141,0.35500002,0.0,15.945,609,581.36,2.0125957,0.9094952876616417,15.944999694824219,0.0,0.34999996423721313,557.8144368811968,1.9305147908392877,613,152.25,0.04726392825997264,>64 px
ETH,ET0305,2026-08-20,2,3.4157305,1.9950001,0.03,14.955,527,1800.09,3.4980123,3.497995848694472,14.954999923706055,0.029999999329447746,2.129999876022339,1874.6039904102577,3.4482001619369376,536,131.75,0.024084262120349365,>64 px
ETH,ET0306,2026-08-20,2,3.8312933,2.065,0.0,15.290001,460,1762.3949,3.9158213,3.713316231206449,15.944999694824219,0.0,1.9799998998641968,1727.4119412594712,3.9215809366438195,465,115.0,0.03079301414839503,>64 px
ETH,ET0307,2026-08-20,2,9.629149,8.37,0.51,33.715,447,4304.23,5.7822413,9.368278539855757,33.71500015258789,0.35999998450279236,8.224998474121094,4205.563742260682,5.662956938533009,449,111.75,0.027091746128784934,>64 px
ETH,ET0308,2026-08-20,2,6.858716,4.965,1.34,23.369997,296,2030.1799,5.585507,7.106496274654717,25.739999771118164,1.340000033378601,4.9900007247924805,2110.0940554927097,5.795973021387734,297,74.0,0.036126335403698945,>64 px
ETH,ET0309,2026-08-20,2,13.383629,13.06,0.39499998,31.120003,299,4001.7048,8.204904,13.314266387795506,31.12000274658203,0.39499998092651367,13.0600004196167,3998.711423676352,8.122857153276783,300,74.75,0.005182646067407802,>64 px
ETH,ET0310,2026-08-20,2,0.7990244,0.35999998,0.0,2.545,123,98.28,0.8073498,0.769847771447549,2.5450000762939453,0.0,0.3449999988079071,97.09264718863753,0.8119348724355482,126,30.75,0.03651531611857029,16-64 px
ETH,ET0311,2026-08-20,2,6.157461,5.445,0.145,20.620003,646,3977.72,3.8158367,6.235454732415267,20.62000274658203,0.14499998092651367,5.529999732971191,4048.193783966074,3.795626941123074,649,161.5,0.012666541032946422,>64 px
ETH,ET0312,2026-08-20,2,0.7828885,0.35999998,0.0,5.0399995,547,428.24,0.88791317,0.8345888577725199,5.039999485015869,0.0,0.41499996185302734,465.61870646614557,0.9350548704822179,558,136.75,0.06603795786056368,>64 px
ETH,ET04,2026-08-20,1,4.9626813,0.49,0.0,49.894997,10513,52172.668,7.531206,5.005380614911667,49.894996643066406,0.0,0.5349999666213989,53006.298498098855,7.589515173612653,10590,2628.25,0.008604081610412345,>64 px
ETH,ET0401,2026-08-20,2,18.327581,17.169996,1.27,38.020004,397,7276.05,8.415833,18.246879195743166,38.02000427246094,0.39499998092651367,17.16999626159668,7431.030504923034,8.550080831426897,407,99.25,0.004403298190679558,>64 px
ETH,ET0402,2026-08-20,2,10.148166,8.44,0.635,26.300003,447,4536.23,7.3057694,10.055952701565293,26.300003051757812,0.4100000262260437,8.244999885559082,4521.267877920174,7.25479810658315,450,111.75,0.009086695904925803,>64 px
ETH,ET0403,2026-08-20,2,13.433806,12.465,4.5550003,40.569992,331,4446.59,6.0184174,13.34979324547097,41.07500076293945,4.555000305175781,12.46500015258789,4436.545934047033,5.900063054703215,332,82.75,0.006253831157680168,>64 px
ETH,ET0404,2026-08-20,2,7.911509,6.95,0.044999998,23.034998,593,4691.525,6.119635,7.997399986224235,23.034997940063477,0.044999998062849045,7.024999618530273,4775.188488236333,6.070615858846643,597,148.25,0.010856460660568753,>64 px
ETH,ET0405,2026-08-20,2,10.496095,8.67,0.015,30.704998,466,4891.18,7.229472,10.453944001795085,39.750003814697266,0.014999999664723873,8.545000076293945,4888.282731795507,7.135146404589084,468,116.5,0.004015874304197468,>64 px
ETH,ET0406,2026-08-20,2,6.579026,3.975,0.0,36.14,303,1993.445,6.552562,6.890549876963366,36.13999938964844,0.0,4.224999904632568,2067.573986666122,6.6069931860407705,300,75.75,0.04735106335852239,>64 px
ETH,ET0407,2026-08-20,2,11.16534,9.425,0.275,31.02,323,3606.405,6.565802,11.112977576576567,31.020000457763672,0.2750000059604645,9.524999618530273,3574.794141872311,6.383654842127054,322,80.75,0.004689729414727511,>64 px
ETH,ET0408,2026-08-20,2,3.082667,2.8799999,0.0,24.735,673,2074.635,3.0332825,3.03483869979508,24.735000610351562,0.0,2.6549999713897705,2051.9169158274885,2.9213765679087627,676,168.25,0.015515234115433168,>64 px
ETH,ET0409,2026-08-20,2,2.5706766,1.04,0.0,11.29,569,1462.715,3.2185342,2.6421226195950966,11.289999961853027,0.0,1.2699999809265137,1521.156461766558,3.286888052277858,576,142.25,0.027792690685050213,>64 px
ETH,ET0410,2026-08-20,2,2.0602949,0.16,0.0,18.910002,814,1677.08,3.654063,1.9858817979333774,18.910001754760742,0.0,0.20500001311302185,1627.8838805411888,3.482029278694902,820,203.5,0.03611769464003564,>64 px
ETH,ET0411,2026-08-20,2,0.037588727,0.0,0.0,5.2300005,958,36.01,0.18106255,0.03612134195545131,5.2300004959106445,0.0,0.0,34.740668955625964,0.1765293335583628,962,239.5,0.03903790209625063,>64 px
ETH,ET0412,2026-08-20,2,0.0038760507,0.0,0.0,0.41000003,1428,5.5350003,0.035323843,0.0040984989484706994,0.4100000262260437,0.0,0.0,5.907707443322702,0.03570435457278283,1441,357.0,0.057390438280567224,>64 px
ETH,ET0413,2026-08-20,2,14.907394,15.09,2.46,32.050003,190,2832.405,7.1747274,15.537265261287635,32.05000305175781,2.4600000381469727,15.414999008178711,2941.6599122375505,7.108628136191758,189,47.5,0.04225227167723847,16-64 px
ETH,ET0414,2026-08-20,2,0.018039215,0.0,0.0,0.305,561,10.12,0.053876355,0.02057037692960164,0.36500000953674316,0.0,0.0,11.582619111455534,0.05922839054712125,563,140.25,0.14031441665292194,>64 px
ETH,ET0415,2026-08-20,2,0.29742038,0.0,0.0,3.9049997,314,93.39,0.7604334,0.29173622661912146,5.610000133514404,0.0,0.0,91.55687290664602,0.7563890266749196,314,78.5,0.019111512737891467,>64 px
ETH,ET0416,2026-08-20,2,6.0053515,5.285,0.39499998,15.795,199,1195.065,3.7174313,5.636212626697747,15.795000076293945,0.39499998092651367,4.570000648498535,1126.2486144371246,3.6288710451825943,200,49.75,0.06146832093046563,16-64 px
ETH,ET0417,2026-08-20,2,2.0339851,1.3549998,0.0,13.825001,404,821.73,2.5737221,2.116925874192947,13.825000762939453,0.0,1.3549997806549072,871.7332546723084,2.7102401556595295,412,101.0,0.04077747383348426,>64 px
ETH,ET0418,2026-08-20,2,17.389904,16.654999,5.8499994,38.574993,316,5495.21,7.1104803,18.019589590494704,38.57499313354492,5.84999942779541,17.259998321533203,5725.485871872523,7.546230375880312,318,79.0,0.03620983706952622,>64 px
ETH,ET0419,2026-08-20,2,4.686019,3.8500004,0.305,17.84,265,1241.7949,3.6916137,4.932302585869008,17.84000015258789,0.0949999988079071,3.8500003814697266,1327.5192894409768,4.078765653405744,269,66.25,0.052557103560401365,>64 px
ETH,ET0420,2026-08-20,2,27.234207,25.120003,13.785,49.894997,139,3785.555,8.322262,27.15444336316203,49.894996643066406,11.919999122619629,25.12000274658203,3974.2227349441496,8.161957099662196,146,34.75,0.0029288033552058485,16-64 px
ETH,ET0421,2026-08-20,2,0.0,0.0,0.0,0.0,823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828,205.75,,>64 px
ETH,ET05,2026-08-20,1,0.28096858,0.0,0.0,18.910002,10123,2844.2449,1.1611458,0.29190922577696415,18.910001754760742,0.0,0.0,2973.5866318713815,1.2123483135613105,10187,2530.75,0.038939036446581074,>64 px
ETH,ET0501,2026-08-20,2,2.4877872,1.635,0.0,18.910002,1001,2490.275,2.5342581,2.6005312073596487,18.910001754760742,0.0,1.6749999523162842,2615.0119774629475,2.6622261070090256,1006,250.25,0.04531899165637986,>64 px
ETH,ET0502,2026-08-20,2,0.51661736,0.0,0.0,18.910002,541,279.49,1.7252375,0.5184444732388794,18.910001754760742,0.0,0.0,284.09564194036017,1.7597486362244426,548,135.25,0.0035366857181868753,>64 px
ETH,ET0503,2026-08-20,2,0.029057344,0.0,0.0,2.85,1273,36.989998,0.13977276,0.027506097725452462,2.8499999046325684,0.0,0.0,35.30567126318481,0.12985484193940797,1284,318.25,0.05338568709333987,>64 px
ETH,ET0504,2026-08-20,2,7.8125e-05,0.0,0.0,0.024999999,320,0.024999999,0.0013953571,0.00017286446437536873,0.03999999910593033,0.0,0.0,0.05550777138994686,0.0021141827863274997,321,80.0,1.2126651440047196,>64 px
ETH,ET0505,2026-08-20,2,0.00013786765,0.0,0.0,0.15,1088,0.15,0.004545453,5.239543978422967e-05,0.15000000596046448,0.0,0.0,0.0572923425193346,0.0028029575447775564,1093,272.0,0.6199584182059411,>64 px
ETH,ET0506,2026-08-20,2,0.003852459,0.0,0.0,0.24,1098,4.23,0.029335445,0.003900434254780532,0.23999999463558197,0.0,0.0,4.322707444547505,0.029404715772580144,1108,274.5,0.012453151293896233,>64 px
ETH,ET0507,2026-08-20,2,0.0,0.0,0.0,0.0,1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498,375.5,,>64 px
ETH,ET0508,2026-08-20,2,0.0,0.0,0.0,0.0,1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374,340.25,,>64 px
ETH,ET0509,2026-08-20,2,0.0020507812,0.0,0.0,0.23499998,1024,2.1,0.014427328,0.0020304917089422098,0.23499998450279236,0.0,0.0,2.0950518811268597,0.013463331974044413,1032,256.0,0.00989354254748877,>64 px
ETH,ET0510,2026-08-20,2,0.059017338,0.0,0.0,2.85,519,30.63,0.27673605,0.06170973257450766,2.8499999046325684,0.0,0.0,32.314324455105115,0.28619171646523706,524,129.75,0.04562040013576447,>64 px
ETH,ET0511,2026-08-20,2,0.0008964646,0.0,0.0,0.23499998,396,0.355,0.013229401,0.0008225325103986947,0.23499998450279236,0.0,0.0,0.32845951459094863,0.012237450952912735,399,99.0,0.08247072957627696,>64 px
ETH,ET06,2026-08-20,1,7.6574454,4.52,0.0,40.354992,1650,12634.785,8.435551,7.793121994628146,40.3549919128418,0.0,4.700000286102295,12934.415218687995,8.449814626498988,1660,412.5,0.017718258184138795,>64 px
ETH,ET0602,2026-08-20,2,6.514492,2.915,0.0,40.354992,837,5452.63,8.744078,6.722707712019704,40.3549919128418,0.0,3.0349998474121094,5667.868996973861,8.848876240690988,843,209.25,0.03196192612097836,>64 px
ETH,ET0603,2026-08-20,2,4.115855,4.105,0.07,16.715,380,1564.025,3.372955,4.276073923749891,17.16999626159668,0.02499999850988388,4.115000247955322,1619.8944434110622,3.470637238529021,379,95.0,0.03892725174961004,>64 px
ETH,ET0604,2026-08-20,2,11.882621,11.115,0.024999999,32.335,330,3921.265,8.631412,11.725196751077654,32.334999084472656,0.02499999850988388,10.795000076293945,3905.1887926641143,8.515916666092547,333,82.5,0.013248276531107616,>64 px
ETH,ET0605,2026-08-20,2,16.474417,15.945002,5.0899997,29.725002,103,1696.865,6.7900877,16.626269353956,29.72500228881836,5.089999675750732,15.945001602172852,1741.462988958513,6.766717969899888,105,25.75,0.009217464506088572,16-64 px
ETH,ET07,2026-08-20,1,1.7500708,0.45,0.0,32.050003,2045,3578.895,3.527839,1.8182830630399418,32.05000305175781,0.0,0.4649999737739563,3768.4399895561723,3.7079386638913805,2073,511.25,0.038976859130465905,>64 px
ETH,ET0701,2026-08-20,2,9.864148,8.779999,0.71,32.050003,182,1795.275,7.016973,10.281857305913778,32.05000305175781,0.7099999785423279,8.78499984741211,1926.9635865773098,7.29357915620526,187,45.5,0.04234621235546934,16-64 px
ETH,ET0702,2026-08-20,2,0.78300846,0.62,0.01,2.66,118,92.395,0.5923517,0.8288046109134629,6.239998817443848,0.009999999776482582,0.6200000047683716,99.15356103949547,0.7215846291264821,120,29.5,0.05848742798189294,16-64 px
ETH,ET0703,2026-08-20,2,0.72944444,0.7199999,0.125,2.6,45,32.824997,0.5345738,0.7172817381599672,2.5999999046325684,0.009999999776482582,0.7199999094009399,31.86509989181544,0.5268136597994276,44,11.25,0.01667392493941384,4-16 px
ETH,ET0705,2026-08-20,2,0.1895238,0.0,0.0,1.16,42,7.9599996,0.30408293,0.1943591770035182,1.159999966621399,0.0,0.0,8.646839809491109,0.32153534230987574,44,10.5,0.025513297029281894,4-16 px
ETH,ET0706,2026-08-20,2,0.8710204,0.69,0.059999995,3.78,147,128.04,0.74811685,0.8151544600023877,3.7799999713897705,0.009999999776482582,0.6500000357627869,120.31899359030933,0.6982627400485969,148,36.75,0.064138497786748,16-64 px
ETH,ET0707,2026-08-20,2,0.4509212,0.16,0.0,4.48,749,337.74,0.8275858,0.45420227994790885,4.480000019073486,0.0,0.1599999964237213,344.17618264923794,0.8316733006567657,758,187.25,0.007276393187787194,>64 px
ETH,ET0710,2026-08-20,2,2.3727891,2.3149998,0.049999997,6.6000004,242,574.21497,1.4173133,2.3614507271999154,6.600000381469727,0.04999999701976776,2.2699997425079346,572.2437410523685,1.400545882864916,242,60.5,0.0047785000361323425,16-64 px
ETH,ET0712,2026-08-20,2,0.0104,0.0,0.0,0.049999997,25,0.26,0.016365817,0.01875346316442603,0.2849999964237213,0.0,0.0,0.48233208522751553,0.04760964180683418,26,6.25,0.8032176119640414,4-16 px
ETH,ET0713,2026-08-20,2,0.010733333,0.0,0.0,0.105000004,75,0.805,0.02616223,0.011116500002784946,0.10500000417232513,0.0,0.0,0.8481150049641266,0.02612015966022482,76,18.75,0.03569879018800089,16-64 px
ETH,ET0714,2026-08-20,2,0.5568965,0.52,0.14999999,1.6700001,29,16.15,0.29719207,0.5782662959154574,2.7849998474121094,0.14999999105930328,0.5199999809265137,18.522146620160534,0.32754436771456774,32,7.25,0.0383730117094602,4-16 px
ETH,ET0715,2026-08-20,2,2.1318917,2.0049999,0.049999997,5.495,148,315.52,1.3955914,2.249111661682505,5.494999885559082,0.0,2.075000047683716,334.42599284303566,1.4001704625563005,149,37.0,0.05498401334481704,16-64 px
ETH,ET0716,2026-08-20,2,2.3561537,2.51,1.01,3.98,13,30.63,0.9812926,2.1961938011162188,4.480000019073486,1.0099999904632568,1.875,29.481634893744555,0.9929917720414159,13,3.25,0.06789026491938169,1-4 px
ETH,ET0720,2026-08-20,2,1.8676163,0.92499995,0.114999995,11.379999,86,160.61499,2.0151396,2.2107788650908384,31.020000457763672,0.11499999463558197,1.5049998760223389,191.8908119153939,2.686822078663721,87,21.5,0.1837436121599702,16-64 px
ETH,ET0721,2026-08-20,2,0.2185,0.06,0.0,1.21,50,10.925,0.31133783,0.19257155809179619,1.630000114440918,0.0,0.05999999865889549,10.220742260589523,0.28368374845548594,53,12.5,0.11866563802381608,4-16 px
ETH,ET0722,2026-08-20,2,0.00066666666,0.0,0.0,0.03,45,0.03,0.0044221664,0.00036960784430320037,0.11999999731779099,0.0,0.0,0.016613130347105813,0.004284477272252469,45,11.25,0.4455882280010817,4-16 px
ETH,ET0723,2026-08-20,2,0.06772727,0.024999999,0.0,0.33499998,22,1.4899999,0.11540174,0.09337474663850924,0.3349999785423279,0.0,0.029999999329447746,2.1322609624989584,0.12619576712813335,23,5.5,0.3786875897774889,4-16 px
ETH,ET0724,2026-08-20,2,2.8451922,2.25,0.16499999,8.985001,26,73.975,3.1399827,3.0748513273805265,12.569999694824219,0.16499999165534973,2.25,77.051340284978,3.2873588162308396,25,6.5,0.08071831751138865,4-16 px
ETH,ET11,2026-08-20,1,5.8506403,1.5949999,0.0,52.405,1265,7401.06,10.594296,5.886520035874248,52.404998779296875,0.0,1.5999999046325684,7518.300899995239,10.52413560735483,1277,316.25,0.006132616950361518,>64 px
ETH,ET1101,2026-08-20,2,22.697847,19.145002,6.4849997,42.155,79,1793.13,11.841203,23.00452838771288,42.154998779296875,3.0450000762939453,19.145002365112305,1764.9859935909199,11.719972637920552,77,19.75,0.013511474798155154,16-64 px
ETH,ET1102,2026-08-20,2,4.9277115,2.1249998,0.0,27.955002,343,1690.205,6.3904033,5.083265011203351,31.84499740600586,0.0,2.124999761581421,1753.2676813809976,6.506958363659858,345,85.75,0.031567089754209646,>64 px
ETH,ET1103,2026-08-20,2,21.10559,15.795,0.7149999,52.405,144,3039.205,17.702888,20.61694882522901,52.404998779296875,0.5249999761581421,15.795000076293945,3116.304816790369,17.238050957211435,151,36.0,0.02315221582391158,16-64 px
ETH,ET1104,2026-08-20,2,1.8730496,1.6999998,0.0,5.105,141,264.1,1.2087165,1.8170580367805784,5.105000019073486,0.0,1.6899998188018799,259.9307447055098,1.1801356621198644,143,35.25,0.029893262420504864,16-64 px
ETH,ET1105,2026-08-20,2,1.1942842,1.015,0.0,4.8099995,482,575.64496,0.95922303,1.2128816288008066,7.094999313354492,0.0,1.0149999856948853,587.4594964367307,0.967505240622044,484,120.5,0.015572029505880271,>64 px
ETH,ET1106,2026-08-20,2,0.51019734,0.089999996,0.0,2.9599998,76,38.774998,0.7793323,0.47198302011090043,2.9599997997283936,0.0,0.08999999612569809,36.35216855686711,0.7311814366872643,77,19.0,0.074901056695238,16-64 px
ETH,ET12,2026-08-20,1,10.414331,8.084999,0.7900001,49.314995,1025,10674.689,8.020437,10.429196521289182,49.31500244140625,0.32999998331069946,8.104999542236328,10683.294508278494,8.10994948493611,1024,256.25,0.0014274101033643985,>64 px
ETH,ET1201,2026-08-20,2,4.670449,4.6099997,1.71,12.815,156,728.59,1.7431656,4.553433372178541,12.8149995803833,1.6649999618530273,4.609999656677246,705.823957520793,1.694943073774795,155,39.0,0.025054470741776275,16-64 px
ETH,ET1202,2026-08-20,2,11.548091,8.9800005,0.7900001,49.314995,723,8349.27,8.802148,11.607307353133592,49.31500244140625,0.32999998331069946,9.140000343322754,8368.27375682867,8.87376887956687,721,180.75,0.00512780451189662,>64 px
ETH,ET1203,2026-08-20,2,13.193666,12.774998,6.4849997,22.355,75,989.52496,5.2061377,13.107962948556501,44.09000015258789,5.0199995040893555,12.135002136230469,998.9030972437279,5.747718956567368,76,18.75,0.006495772398929825,16-64 px
ETH,ET1204,2026-08-20,2,8.553591,8.28,4.6999993,17.414999,71,607.305,2.6827781,8.45278048099718,17.41499900817871,4.6999993324279785,8.279999732971191,610.2936973305495,2.5227652181178457,72,17.75,0.011785753960274736,16-64 px
ETH,ET13,2026-08-20,1,2.5476923,2.78,2.08,2.8749998,13,33.12,0.35621196,2.5907595974548814,5.830000400543213,0.8949999809265137,2.7799999713897705,31.619535028558513,0.7098943730211744,12,3.25,0.016904434438523585,1-4 px
ETH,ET1301,2026-08-20,2,2.5476923,2.78,2.08,2.8749998,13,33.12,0.35621196,2.5907595974548814,5.830000400543213,0.8949999809265137,2.7799999713897705,31.619535028558513,0.7098943730211744,12,3.25,0.016904434438523585,1-4 px
ETH,ET14,2026-08-20,1,25.473333,26.005,20.465,29.679996,18,458.52,2.9897008,25.709471844733763,29.679996490478516,20.46500015258789,26.79499626159668,456.2850158557056,2.6437174432303596,18,4.5,0.009270041134144575,4-16 px
ETH,ET1401,2026-08-20,2,25.473333,26.005,20.465,29.679996,18,458.52,2.9897008,25.709471844733763,29.679996490478516,20.46500015258789,26.79499626159668,456.2850158557056,2.6437174432303596,18,4.5,0.009270041134144575,4-16 px
ETH,ET15,2026-08-20,1,6.514559,6.045,2.3749998,8.615,34,221.495,1.6437563,6.70050954150673,10.729999542236328,2.374999761581421,6.915000915527344,232.5276989227735,1.7628327967642068,35,8.5,0.0285438418021435,4-16 px
ETH,ET1501,2026-08-20,2,5.7899995,5.7899995,5.7899995,5.7899995,2,11.579999,0.0,6.0717603834564216,7.71999979019165,5.624999046325684,5.789999485015869,15.533347982804083,0.722911703613982,3,0.5,0.04866336922074365,<1 px
ETH,ET1502,2026-08-20,2,6.5598435,6.08,2.3749998,8.615,32,209.915,1.6840259,6.7505496865732795,10.729999542236328,2.374999761581421,7.71999979019165,216.99435088736837,1.8108956195816688,32,8.0,0.0290717585828502,4-16 px
ETH,ET16,2026-08-20,1,0.74555296,0.40499997,0.0,3.165,217,161.78499,0.7474706,0.7750243619224676,3.549999713897705,0.0,0.5099999904632568,169.6217378237163,0.7594395835404614,219,54.25,0.039529588779940665,16-64 px
ETH,ET1600,2026-08-20,2,0.74555296,0.40499997,0.0,3.165,217,161.78499,0.7474706,0.7750243619224676,3.549999713897705,0.0,0.5099999904632568,169.6217378237163,0.7594395835404614,219,54.25,0.039529588779940665,16-64 px
HTI,HT,2026-08-20,0,13.914106,7.4700003,0.0,98.69,884,12300.069,17.538107,14.61611315148454,98.69000244140625,0.0,7.645000457763672,13510.690175990152,18.028189909551774,924,221.0,0.0504529109872054,>64 px
HTI,HT01,2026-08-20,1,16.755152,10.709999,0.55999994,98.69,165,2764.5999,17.943403,17.65180554331525,98.69000244140625,0.16499999165534973,10.984999656677246,3006.6332563866044,18.874860792985213,170,41.25,0.05351509454018975,16-64 px
HTI,HT0111,2026-08-20,2,13.920001,13.920001,13.920001,13.920001,1,13.920001,0.0,13.880748186704768,15.989997863769531,6.840000152587891,13.920001029968262,16.254151620122613,0.7308734745206081,1,0.25,0.0028198858100104626,<1 px
HTI,HT0112,2026-08-20,2,6.84,6.84,6.84,6.84,1,6.84,0.0,9.990794509238148,13.920001029968262,6.840000152587891,6.840000152587891,8.90545160612092,3.518539715795437,1,0.25,0.46064247211084036,<1 px
HTI,HT0113,2026-08-20,2,16.514,16.44,13.920001,19.779999,5,82.57,1.8804845,16.665605022181133,19.779998779296875,12.875,16.440000534057617,93.75820361476757,1.9182751439590737,6,1.25,0.009180393737503534,1-4 px
HTI,HT0114,2026-08-20,2,10.238999,10.709999,6.84,15.989998,5,51.194996,3.3442874,10.392209259341627,15.989997863769531,4.434999465942383,10.709999084472656,55.88179321825544,3.5156447859917233,5,1.25,0.014963402119838758,1-4 px
HTI,HT0115,2026-08-20,2,12.502142,10.709999,10.620001,15.989998,7,87.51499,2.3292477,12.329372020317152,15.989997863769531,6.945000171661377,10.709999084472656,85.96750598418097,2.1909142154219916,7,1.75,0.013819230311321649,1-4 px
HTI,HT0116,2026-08-20,2,17.199999,17.865,13.289999,19.779999,4,68.799995,2.592788,17.559404568724695,19.779998779296875,13.289999008178711,19.28999900817871,53.80255715476653,2.5919300892395523,3,1.0,0.020895673815137808,<1 px
HTI,HT0117,2026-08-20,2,13.920001,13.920001,13.920001,13.920001,1,13.920001,0.0,14.201471569314293,15.71500015258789,6.840000152587891,13.920001029968262,10.387638659962422,1.8542122020616134,1,0.25,0.020220585423398607,<1 px
HTI,HT0118,2026-08-20,2,6.84,6.84,6.84,6.84,1,6.84,0.0,7.246649514364164,15.71500015258789,6.840000152587891,6.840000152587891,7.051770487616091,1.6561737371062675,1,0.25,0.05945168338657374,<1 px
HTI,HT0121,2026-08-20,2,15.685416,16.592499,13.289999,19.289999,12,188.22499,2.0654132,16.20790175676949,24.774999618530273,13.289999008178711,16.744998931884766,211.08299255767926,2.4438655932038835,13,3.0,0.03331029006623039,1-4 px
