iso3,pcode,valid_date,issued_date_old,leadtime,adm_level,mean_old,median_old,min_old,max_old,count_old,sum_old,std_old,mean_new,max_new,min_new,median_new,sum_new,std_new,count_new,issued_date_new,native_px,mean_rel,size_bucket
NGA,NG002002,2026-07-01,2026-07-01,0,2,4.27904,4.0889387,3.0735204,6.052659,159,680.3673,0.8049814,4.281874821008774,6.052659034729004,3.0735204219818115,4.0889387130737305,666.5248956994311,0.8112671843993211,156,2026-07-01,2.484375,0.0006624899530674772,1-4 px
NGA,NG016005,2026-07-01,2026-07-01,0,2,5.1338162,5.4493713,4.618268,6.0993633,52,266.95847,0.4106951,5.145915565932518,6.099363327026367,4.618268013000488,5.449371337890625,270.95511431849366,0.4090176485134023,53,2026-07-01,0.8125,0.002356797645486051,<1 px
NGA,NG036005,2026-07-01,2026-07-01,0,2,5.093745,5.0633106,4.3071146,6.0993633,183,932.1554,0.28736666,5.093983730729821,6.099363327026367,4.307114601135254,5.063310623168945,925.484263968334,0.28188487037691456,182,2026-07-01,2.859375,4.686742854639509e-05,1-4 px
NGA,NG021014,2026-07-01,2026-07-01,0,2,6.5899053,6.702836,6.307579,6.702836,14,92.258675,0.17855892,6.585983064646906,6.702836036682129,5.366771697998047,6.702836036682129,92.18018561765837,0.18202294363156488,14,2026-07-01,0.21875,0.0005951884244973386,<1 px
NGA,NG020013,2026-07-01,2026-07-01,0,2,6.0881124,6.4014816,5.439633,6.4014816,20,121.762245,0.43779102,6.1008979335266105,6.401481628417969,5.439632892608643,6.401481628417969,123.82740812714647,0.44424208915211694,20,2026-07-01,0.3125,0.0021000817144260497,<1 px
NGA,NG034004,2026-07-01,2026-07-01,0,2,3.9619827,3.8956008,3.8956008,4.155094,43,170.36526,0.113221556,3.9430222428518236,4.155094146728516,3.7802629470825195,3.8956007957458496,199.6805984999296,0.12682008441634618,51,2026-07-01,0.671875,0.004785598167345989,<1 px
NGA,NG018007,2026-07-01,2026-07-01,0,2,5.295822,5.295822,5.295822,5.295822,20,105.91644,0.0,5.294477534803569,5.654592514038086,4.77027702331543,5.2958221435546875,102.64210035616452,0.06170458562365045,19,2026-07-01,0.3125,0.0002538728069846694,<1 px
NGA,NG005007,2026-07-01,2026-07-01,0,2,5.4895635,5.1550674,4.891198,6.208993,97,532.4877,0.465603,5.482675417271871,6.208992958068848,4.89119815826416,5.155067443847656,534.6476781415131,0.4656555317380763,98,2026-07-01,1.515625,0.0012547596412955677,1-4 px
NGA,NG005008,2026-07-01,2026-07-01,0,2,8.214605,8.359494,7.067646,8.864171,166,1363.6245,0.39127257,8.221652759437257,8.864171028137207,7.067646026611328,8.35949420928955,1329.121299782008,0.38815078900097755,162,2026-07-01,2.59375,0.0008579547570767209,1-4 px
NGA,NG002003,2026-07-01,2026-07-01,0,2,5.1195583,4.9826717,4.9826717,6.0842133,68,348.12997,0.29657638,5.135978792897355,6.0842132568359375,4.982671737670898,4.982671737670898,353.3394642861666,0.3230534596155788,69,2026-07-01,1.0625,0.003207404220273267,1-4 px
NGA,NG018008,2026-07-01,2026-07-01,0,2,5.5570006,5.6545925,5.295822,5.6545925,47,261.17905,0.1168318,5.558529817866948,5.654592514038086,4.856462478637695,5.654592514038086,260.5014188931493,0.11779629401141022,47,2026-07-01,0.734375,0.0002751876375446408,<1 px
NGA,NG020014,2026-07-01,2026-07-01,0,2,6.111665,6.093582,6.093582,6.400988,17,103.8983,0.07233081,6.111872954957482,6.679760932922363,6.0935821533203125,6.0935821533203125,89.54347032747312,0.07536376116434328,15,2026-07-01,0.265625,3.40259090577779e-05,<1 px
NGA,NG020015,2026-07-01,2026-07-01,0,2,6.0636163,6.0636163,6.0636163,6.0636163,7,42.445312,0.0,6.0636162757873535,6.0636162757873535,6.0636162757873535,6.0636162757873535,45.81402883324017,0.0,8,2026-07-01,0.109375,3.993103275730001e-09,<1 px
NGA,NG035004,2026-07-01,2026-07-01,0,2,10.604016,9.572183,5.850038,16.078844,272,2884.2922,3.8383408,10.554961374824133,16.07884407043457,4.868653297424316,9.572182655334473,2897.348800861514,3.8227887636477274,275,2026-07-01,4.25,0.004626042168916622,4-16 px
NGA,NG035005,2026-07-01,2026-07-01,0,2,3.529644,3.2773242,2.8276472,6.1863256,182,642.3952,0.5978051,3.5423003509153834,6.186325550079346,2.8276472091674805,3.2773241996765137,644.9590309918002,0.6025184714206364,182,2026-07-01,2.84375,0.003585730151648053,1-4 px
NGA,NG020016,2026-07-01,2026-07-01,0,2,6.2121387,6.400988,5.9051867,6.4014816,19,118.03063,0.22783808,6.198689665063391,6.401481628417969,5.905186653137207,6.4009881019592285,116.7802830980529,0.22439740580454454,19,2026-07-01,0.296875,0.0021649605049238133,<1 px
NGA,NG027008,2026-07-01,2026-07-01,0,2,5.981796,5.849434,5.849434,6.3010216,58,346.94415,0.20555615,5.981824637761859,6.684999465942383,5.34547233581543,5.849433898925781,344.6483407011662,0.2152917406102604,58,2026-07-01,0.90625,4.787485540930566e-06,<1 px
NGA,NG007005,2026-07-01,2026-07-01,0,2,4.2344127,4.2927303,3.998057,4.3187876,61,258.29916,0.1303879,4.236455820076453,4.318787574768066,3.9980568885803223,4.292730331420898,263.6489995815433,0.12893216365791352,62,2026-07-01,0.953125,0.00048250376644988854,<1 px
NGA,NG036006,2026-07-01,2026-07-01,0,2,3.853704,3.8021915,3.7138238,4.3071146,125,481.713,0.13525112,3.8557972383034294,4.307114601135254,3.239605665206909,3.8021914958953857,492.95163861553215,0.1388679886230745,128,2026-07-01,1.953125,0.000543175683298285,1-4 px
NGA,NG020017,2026-07-01,2026-07-01,0,2,6.4014816,6.4014816,6.4014816,6.4014816,12,76.81778,0.0,6.401301854701326,6.401481628417969,6.134418487548828,6.401481628417969,72.05034492336301,0.006926659716130756,11,2026-07-01,0.1875,2.8078702698213326e-05,<1 px
NGA,NG005009,2026-07-01,2026-07-01,0,2,6.710835,6.7056084,6.208993,7.233583,24,161.06004,0.5019508,6.76160046686615,7.233582973480225,6.208992958068848,7.202223777770996,168.04392350644923,0.4917683211862908,25,2026-07-01,0.375,0.00756470198807592,<1 px
NGA,NG002005,2026-07-01,2026-07-01,0,2,3.5442915,3.5597572,3.419755,3.9187124,39,138.22737,0.12531249,3.5499970812051984,4.0889387130737305,3.419754981994629,3.5597572326660156,139.511643625239,0.13514743614166397,39,2026-07-01,0.609375,0.001609794568307512,<1 px
NGA,NG019003,2026-07-01,2026-07-01,0,2,5.857933,6.090846,5.3667717,6.307579,70,410.05533,0.43269008,5.861849259742156,6.434713840484619,5.366771697998047,6.090846061706543,385.26981519383094,0.4335448910977816,66,2026-07-01,1.09375,0.0006685395244629866,1-4 px
NGA,NG033012,2026-07-01,2026-07-01,0,2,12.2427435,12.2427435,12.2427435,12.2427435,4,48.970974,0.0,12.254098287135637,13.953107833862305,12.242743492126465,12.242743492126465,53.03072680873023,0.1388953027345025,4,2026-07-01,0.0625,0.0009274708022460345,<1 px
NGA,NG016006,2026-07-01,2026-07-01,0,2,5.138624,5.138624,5.138624,5.138624,1,5.138624,0.0,5.13862419128418,5.13862419128418,5.13862419128418,5.13862419128418,7.666915420416672,0.0,1,2026-07-01,0.015625,3.7224786169801435e-08,<1 px
NGA,NG002004,2026-07-01,2026-07-01,0,2,4.4342957,4.4960775,4.142016,4.7590103,74,328.13788,0.23976499,4.440592973995015,4.759010314941406,4.1420159339904785,4.496077537536621,317.082244661334,0.2385528069725915,71,2026-07-01,1.15625,0.0014201294683652058,1-4 px
NGA,NG034006,2026-07-01,2026-07-01,0,2,4.1634736,4.25834,3.8956008,4.274228,59,245.64496,0.14848705,4.150367334036744,4.274228096008301,3.8956007957458496,4.258339881896973,236.73593138565957,0.15397929990853826,57,2026-07-01,0.921875,0.003147916192684753,<1 px
NGA,NG008009,2026-07-01,2026-07-01,0,2,3.8105903,3.5942216,3.4776392,4.2017,87,331.52136,0.27833351,3.802825974286075,4.201700210571289,3.120866060256958,3.594221591949463,332.01387058489547,0.28004295174408783,87,2026-07-01,1.359375,0.0020375650759214517,1-4 px
NGA,NG034007,2026-07-01,2026-07-01,0,2,3.8481407,3.8053718,3.3947568,4.634798,107,411.75104,0.35097462,3.8504023766471103,4.634798049926758,3.39475679397583,3.8053717613220215,421.90517838306414,0.350836629599512,110,2026-07-01,1.671875,0.0005877323163132234,1-4 px
NGA,NG036007,2026-07-01,2026-07-01,0,2,5.2607384,5.297425,5.113725,5.332616,115,604.9849,0.08707749,5.257772596688369,5.516672611236572,5.113725185394287,5.297424793243408,604.2603139792685,0.09010658304180937,115,2026-07-01,1.796875,0.0005637617927610882,1-4 px
NGA,NG036008,2026-07-01,2026-07-01,0,2,4.897199,4.927228,4.618268,5.34191,71,347.70114,0.28393474,4.901927584616463,5.341909885406494,4.618268013000488,5.113725185394287,345.37934819725143,0.2862075199637997,70,2026-07-01,1.109375,0.0009655692195607631,1-4 px
NGA,NG007006,2026-07-01,2026-07-01,0,2,4.4180007,4.411975,3.775887,4.821912,94,415.29208,0.30577555,4.417919067475744,4.821911811828613,3.7758870124816895,4.411974906921387,414.8371552239869,0.30463337666579515,94,2026-07-01,1.46875,1.8477254713143724e-05,1-4 px
NGA,NG018009,2026-07-01,2026-07-01,0,2,4.9335446,4.8564625,4.770277,5.6545925,7,34.53481,0.29705796,4.966478524486822,5.654592514038086,4.77027702331543,4.856462478637695,37.59012266612581,0.30289080497112414,8,2026-07-01,0.109375,0.006675509629896137,<1 px
NGA,NG037006,2026-07-01,2026-07-01,0,2,5.896253,5.936779,5.041591,6.4148555,87,512.97406,0.27431354,5.898409285381014,6.414855480194092,5.041591167449951,5.936779022216797,510.30691754354416,0.2651107754697167,87,2026-07-01,1.359375,0.0003657043517322273,1-4 px
NGA,NG027009,2026-07-01,2026-07-01,0,2,7.8799267,8.149207,7.2554493,8.469999,36,283.67737,0.4828001,7.8426462154692045,8.469999313354492,7.255449295043945,8.14920711517334,291.96592768142705,0.4901814987871846,37,2026-07-01,0.5625,0.0047310699642416605,<1 px
NGA,NG018010,2026-07-01,2026-07-01,0,2,4.839752,4.678544,4.678544,5.1125665,35,169.39133,0.20971386,4.846589433475692,5.1125664710998535,4.678544044494629,4.678544044494629,171.65427316838304,0.21141479311434902,35,2026-07-01,0.546875,0.001412765256503178,<1 px
NGA,NG037007,2026-07-01,2026-07-01,0,2,6.1370583,6.168033,5.181002,7.044842,88,540.0611,0.42455074,6.128299498972172,7.044841766357422,5.181002140045166,6.190035820007324,550.9985237438088,0.42525338853971856,90,2026-07-01,1.375,0.0014271986022729238,1-4 px
NGA,NG002006,2026-07-01,2026-07-01,0,2,3.7523313,4.142016,3.102857,4.142016,24,90.055954,0.5030806,3.722249278560896,4.1420159339904785,3.053798198699951,4.1420159339904785,84.47294834348594,0.5104193120769458,23,2026-07-01,0.375,0.008016888444552854,<1 px
NGA,NG008010,2026-07-01,2026-07-01,0,2,3.4739091,3.4776392,3.120866,4.1506696,86,298.7562,0.21544251,3.49732247188509,4.2024641036987305,3.120866060256958,3.4776391983032227,293.0588482610285,0.22940391372607621,84,2026-07-01,1.34375,0.006739776779159236,1-4 px
NGA,NG034005,2026-07-01,2026-07-01,0,2,4.1764507,4.1337204,3.8956008,4.3621273,35,146.17578,0.17056745,4.176222880128851,4.362127304077148,3.8956007957458496,4.133720397949219,140.30001859647768,0.16890939986240391,34,2026-07-01,0.546875,5.454867961194725e-05,<1 px
NGA,NG015004,2026-07-01,2026-07-01,0,2,7.4198856,7.2554493,5.953506,8.149207,33,244.85623,0.76687056,7.464758978709722,8.14920711517334,5.953505992889404,7.255449295043945,245.82913598831135,0.7401841884525979,33,2026-07-01,0.515625,0.006047718405486223,<1 px
NGA,NG020018,2026-07-01,2026-07-01,0,2,6.1344185,6.1344185,6.1344185,6.1344185,1,6.1344185,0.0,6.134418487548828,6.134418487548828,6.134418487548828,6.134418487548828,4.814115713561023,0.0,1,2026-07-01,0.015625,2.0297232165159233e-09,<1 px
NGA,NG022010,2026-07-01,2026-07-01,0,2,4.9502106,4.950389,4.5919642,5.041591,37,183.15779,0.12271747,4.94568740947018,5.041591167449951,4.591964244842529,4.9503889083862305,173.0364084753706,0.13035229523069367,35,2026-07-01,0.578125,0.0009137369892545981,<1 px
NGA,NG018011,2026-07-01,2026-07-01,0,2,7.3421807,7.233583,6.9457264,8.359494,62,455.2152,0.30426618,7.331909258172467,8.35949420928955,6.94572639465332,7.233582973480225,451.1928646829797,0.29565495687177995,62,2026-07-01,0.96875,0.0013989633662289387,<1 px
NGA,NG020019,2026-07-01,2026-07-01,0,2,6.386382,6.386382,6.386382,6.386382,14,89.40935,0.0,6.36720595777755,6.386382102966309,5.589779853820801,6.386382102966309,92.20655777892244,0.12209846781596238,14,2026-07-01,0.21875,0.0030026456642352874,<1 px
NGA,NG007007,2026-07-01,2026-07-01,0,2,4.798258,4.935462,4.2927303,5.335525,65,311.88678,0.22264045,4.802709248680955,5.335525035858154,4.292730331420898,4.93546199798584,313.7979303202232,0.2288974745524648,65,2026-07-01,1.015625,0.000927680145785276,1-4 px
NGA,NG007008,2026-07-01,2026-07-01,0,2,4.6474166,4.7748375,4.4303904,5.335525,47,218.42859,0.19626476,4.647060496798759,5.335525035858154,4.430390357971191,4.774837493896484,218.0567979705903,0.18919596025440236,47,2026-07-01,0.734375,7.662390353394729e-05,<1 px
NGA,NG018012,2026-07-01,2026-07-01,0,2,5.1419687,5.0347133,5.0347133,5.6782465,18,92.555435,0.23983067,5.115496046769567,5.67824649810791,5.034713268280029,5.034713268280029,76.91089320166634,0.21321478620244175,15,2026-07-01,0.28125,0.005148349742080784,<1 px
NGA,NG008011,2026-07-01,2026-07-01,0,2,6.052205,6.087308,4.7141304,7.6776752,98,593.1161,0.663586,6.0687415829018985,7.677675247192383,4.714130401611328,6.087307929992676,589.2003250452688,0.6697475747474184,97,2026-07-01,1.53125,0.0027323236575592918,1-4 px
NGA,NG018013,2026-07-01,2026-07-01,0,2,5.591654,5.591654,5.591654,5.591654,1,5.591654,0.0,5.591653823852539,5.591653823852539,5.591653823852539,5.591653823852539,5.994775644913716,0.0,1,2026-07-01,0.015625,3.150185277232098e-08,<1 px
NGA,NG008012,2026-07-01,2026-07-01,0,2,4.635597,4.4960775,4.4960775,5.34191,65,301.3138,0.18677539,4.6502027412899425,5.341909885406494,4.496077537536621,4.496077537536621,309.184331964797,0.2050774968911021,66,2026-07-01,1.015625,0.0031507789158424994,1-4 px
NGA,NG002007,2026-07-01,2026-07-01,0,2,5.098946,4.7590103,4.737982,6.1364036,86,438.50937,0.5658779,5.134506169527285,6.136403560638428,4.737981796264648,4.759010314941406,450.98766514984345,0.587863767687334,88,2026-07-01,1.34375,0.0069740235584540245,1-4 px
NGA,NG031006,2026-07-01,2026-07-01,0,2,4.9558125,4.9558125,4.9558125,4.9558125,2,9.911625,0.0,5.188467539815227,7.035412788391113,4.955812454223633,4.955812454223633,6.62015023836787,0.6555159837032285,1,2026-07-01,0.03125,0.04694589228612401,<1 px
NGA,NG031007,2026-07-01,2026-07-01,0,2,7.035413,7.035413,7.035413,7.035413,1,7.035413,0.0,6.498712219299817,7.035412788391113,4.955812454223633,7.035412788391113,2.8167369898748547,0.9099863636160797,0,2026-07-01,0.015625,0.0762856111930008,<1 px
NGA,NG031008,2026-07-01,2026-07-01,0,2,,,,,0,0.0,,5.685499074846772,7.035412788391113,4.955812454223633,4.955812454223633,2.131330930102493,0.9924787029296918,0,2026-07-01,0.0,,
NGA,NG031009,2026-07-01,2026-07-01,0,2,,,,,0,0.0,,7.035412788391113,7.035412788391113,7.035412788391113,7.035412788391113,3.234763112485126,0.0,0,2026-07-01,0.0,,
NGA,NG031010,2026-07-01,2026-07-01,0,2,7.035413,7.035413,7.035413,7.035413,2,14.070826,0.0,6.905504873327199,7.035412788391113,4.955812454223633,7.035412788391113,10.896129717070124,0.5032697856832501,2,2026-07-01,0.03125,0.018464889932233046,<1 px
NGA,NG023006,2026-07-01,2026-07-01,0,2,5.6653748,5.5784645,5.5784645,6.7952085,42,237.94574,0.31335947,5.63464425909082,6.79520845413208,5.022867679595947,5.578464508056641,246.13604577291744,0.3056898557185424,44,2026-07-01,0.65625,0.0054242732377001255,<1 px
NGA,NG031011,2026-07-01,2026-07-01,0,2,4.799474,4.740965,4.740965,5.0218077,24,115.18737,0.114054866,4.792184115382458,5.021807670593262,4.6145830154418945,4.740964889526367,107.34192587451686,0.10844934718062976,22,2026-07-01,0.375,0.0015188924072808783,<1 px
NGA,NG031012,2026-07-01,2026-07-01,0,2,4.639859,4.614583,4.614583,4.740965,25,115.99648,0.05055275,4.63861106150606,5.705228805541992,4.6145830154418945,4.6145830154418945,114.41424344539321,0.07758971295036887,25,2026-07-01,0.390625,0.00026896043477626344,<1 px
NGA,NG031013,2026-07-01,2026-07-01,0,2,4.731232,4.740965,4.439253,4.740965,31,146.6682,0.0533079,4.715683757021882,4.740964889526367,3.947469711303711,4.740964889526367,148.83048806274064,0.11979384435696987,32,2026-07-01,0.484375,0.0032862989974109086,<1 px
NGA,NG025009,2026-07-01,2026-07-01,0,2,8.672199,9.349199,7.5889997,9.349199,13,112.738594,0.8563446,8.76878086737845,11.47509765625,7.5889997482299805,9.349199295043945,129.61486374192145,0.9128287614605045,15,2026-07-01,0.203125,0.011136952389866589,<1 px
NGA,NG003008,2026-07-01,2026-07-01,0,2,16.269968,15.837459,15.837459,18.865026,7,113.88978,1.0594281,16.34313502221642,18.865026473999023,13.024675369262695,15.837458610534668,129.65817030277213,1.1756779916987241,8,2026-07-01,0.109375,0.004497059995226817,<1 px
NGA,NG003009,2026-07-01,2026-07-01,0,2,13.024675,13.024675,13.024675,13.024675,5,65.123375,0.0,13.024548868364748,13.024675369262695,10.900628089904785,13.024675369262695,74.38651043694804,0.01639139669593089,6,2026-07-01,0.078125,9.684052404522986e-06,<1 px
NGA,NG035006,2026-07-01,2026-07-01,0,2,3.2913954,3.2152982,2.8276472,3.887995,87,286.3514,0.28641018,3.2964469592496624,3.8879950046539307,2.8276472091674805,3.2152981758117676,288.9064700606164,0.2936401782202262,88,2026-07-01,1.359375,0.001534777392489063,1-4 px
NGA,NG003010,2026-07-01,2026-07-01,0,2,10.900628,10.900628,10.900628,10.900628,10,109.00628,0.0,10.900628089904785,10.900628089904785,10.900628089904785,10.900628089904785,119.56123286700677,0.0,11,2026-07-01,0.15625,8.247670302872216e-09,<1 px
NGA,NG023007,2026-07-01,2026-07-01,0,2,5.0228677,5.0228677,5.0228677,5.0228677,5,25.114338,0.0,5.032903658847297,5.578464508056641,5.022867679595947,5.022867679595947,22.104041205030484,0.07399484686796398,4,2026-07-01,0.078125,0.0019980535914368024,<1 px
NGA,NG029008,2026-07-01,2026-07-01,0,2,6.9601603,7.2948384,5.6973276,7.8487654,62,431.52994,0.9136769,6.949874948449195,8.900656700134277,5.697327613830566,6.740911483764648,435.96493947125015,0.9184342535002781,63,2026-07-01,0.96875,0.0014777463603539434,<1 px
NGA,NG017005,2026-07-01,2026-07-01,0,2,8.074768,8.074768,8.074768,8.074768,6,48.44861,0.0,8.07476806640625,8.07476806640625,8.07476806640625,8.07476806640625,48.051987751125125,0.0,6,2026-07-01,0.09375,8.223920413348238e-09,<1 px
NGA,NG017006,2026-07-01,2026-07-01,0,2,9.079684,9.079684,8.074768,10.0846,4,36.318737,1.0049162,8.664346605957467,10.084600448608398,8.07476806640625,8.07476806640625,29.473816333230275,0.9150689516873252,3,2026-07-01,0.0625,0.045743595706913685,<1 px
NGA,NG004010,2026-07-01,2026-07-01,0,2,8.322786,8.322786,8.322786,8.322786,3,24.968359,0.0,8.322786331176758,8.322786331176758,8.322786331176758,8.322786331176758,36.01070935420648,0.0,4,2026-07-01,0.046875,3.9791574255185067e-08,<1 px
NGA,NG004011,2026-07-01,2026-07-01,0,2,8.322786,8.322786,8.322786,8.322786,4,33.291145,0.0,8.322786331176758,8.322786331176758,8.322786331176758,8.322786331176758,35.69507756285748,0.0,4,2026-07-01,0.0625,3.9791574255185067e-08,<1 px
NGA,NG031014,2026-07-01,2026-07-01,0,2,4.8003163,4.614583,4.614583,5.705229,29,139.20918,0.37632224,4.823472808091279,7.035412788391113,4.6145830154418945,4.6145830154418945,136.8606223910188,0.4815721732100082,28,2026-07-01,0.453125,0.004823954640505368,<1 px
NGA,NG013008,2026-07-01,2026-07-01,0,2,5.621693,5.621693,5.621693,5.621693,6,33.73016,0.0,5.6684807918048685,5.958744049072266,5.621693134307861,5.621693134307861,42.931643666074024,0.11653642291143458,8,2026-07-01,0.09375,0.008322722675334444,<1 px
NGA,NG025010,2026-07-01,2026-07-01,0,2,5.645668,5.645668,5.645668,5.645668,1,5.645668,0.0,5.645668029785156,5.645668029785156,5.645668029785156,5.645668029785156,6.1040397609131105,0.0,1,2026-07-01,0.015625,5.275754182388651e-09,<1 px
NGA,NG030011,2026-07-01,2026-07-01,0,2,5.2379246,5.2379246,5.2379246,5.2379246,3,15.713774,0.0,5.237924575805664,5.237924575805664,5.237924575805664,5.237924575805664,19.006056509456357,0.0,4,2026-07-01,0.046875,4.619069222985323e-09,<1 px
NGA,NG030012,2026-07-01,2026-07-01,0,2,5.921697,5.4028325,5.2379246,7.124335,6,35.530186,0.8583506,6.00192829614147,7.124334812164307,5.237924575805664,5.5677409172058105,37.70911572659983,0.8474776657793557,6,2026-07-01,0.09375,0.013548699999589638,<1 px
NGA,NG030013,2026-07-01,2026-07-01,0,2,6.543901,7.124335,5.2379246,7.124335,26,170.14142,0.8706509,6.51798861698251,8.663398742675781,5.237924575805664,7.124334812164307,192.2211273014347,0.9139915101276983,29,2026-07-01,0.40625,0.003959776136205248,<1 px
NGA,NG030014,2026-07-01,2026-07-01,0,2,6.9166975,6.964252,5.567741,7.124335,26,179.83414,0.31207162,6.916682077376064,7.124334812164307,5.237924575805664,6.804169654846191,167.19287828715014,0.30686943579757614,24,2026-07-01,0.40625,2.229767014572994e-06,<1 px
NGA,NG030015,2026-07-01,2026-07-01,0,2,5.1446643,5.1446643,4.6676354,5.621693,4,20.578657,0.47702885,5.03148679044322,5.621693134307861,4.667635440826416,4.667635440826416,22.827421615364926,0.463408431912443,5,2026-07-01,0.0625,0.02199900770139255,<1 px
NGA,NG029009,2026-07-01,2026-07-01,0,2,5.9616385,5.963292,5.958744,5.963292,11,65.57802,0.0021878309,5.964580538064278,6.804169654846191,5.958744049072266,5.963292121887207,62.02143481306473,0.0485395419794917,10,2026-07-01,0.171875,0.0004934948780067681,<1 px
NGA,NG024005,2026-07-01,2026-07-01,0,2,4.4111147,4.2904744,4.1604815,5.2697763,112,494.04486,0.21888776,4.420218197033707,5.269776344299316,4.1604814529418945,4.2904744148254395,499.2918806567008,0.23429707176215184,113,2026-07-01,1.75,0.002063763391531661,1-4 px
NGA,NG030016,2026-07-01,2026-07-01,0,2,4.5692096,4.6676354,4.2739325,4.6676354,4,18.276838,0.17047839,4.609357774276195,4.667635440826416,4.273932456970215,4.667635440826416,17.988083156923835,0.13981346428173505,4,2026-07-01,0.0625,0.008786678176504652,<1 px
NGA,NG028007,2026-07-01,2026-07-01,0,2,5.6889224,5.645668,5.645668,6.3809953,17,96.711685,0.17301817,5.6840273685497325,6.380995273590088,5.645668029785156,5.645668029785156,100.14622341712345,0.1635091067111551,18,2026-07-01,0.265625,0.0008604496785309631,<1 px
NGA,NG019004,2026-07-01,2026-07-01,0,2,6.561225,6.3771615,6.090846,7.7926183,112,734.8572,0.5452754,6.5440276527306604,7.792618274688721,5.366771697998047,6.377161502838135,733.8454289929086,0.5486247333714754,112,2026-07-01,1.75,0.002621057389335049,1-4 px
NGA,NG023008,2026-07-01,2026-07-01,0,2,5.539256,5.363543,5.0228677,6.6258817,70,387.74792,0.59135807,5.5467955866615775,6.625881671905518,5.022867679595947,5.3635430335998535,383.89413801660567,0.5975615717372887,69,2026-07-01,1.09375,0.0013611190133796852,1-4 px
NGA,NG014007,2026-07-01,2026-07-01,0,2,7.0413566,7.2787704,6.6258817,7.2787704,11,77.45492,0.31406933,7.029003352679928,7.278770446777344,6.625881671905518,7.278770446777344,76.79651176271159,0.3173114097770368,11,2026-07-01,0.171875,0.0017543845627804215,<1 px
